5000
-2,41,73,28,-68,30,81,76,-1,-18,
1,-84,-69,-4,50,-23,8,-18,-33,-87,
28,54,93,98,0,-19,102,-94,58,-94,
67,84,-40,-53,-21,15,-51,-21,-60,-2,
42,53,-94,61,35,60,-36,46,2,-77,
-6,54,-78,94,99,26,-45,98,52,-75,
-38,67,-37,-22,-42,102,34,22,82,5,
58,-50,-32,-68,-16,90,-81,-66,51,53,
-26,67,-85,-55,-84,-91,-46,12,-38,-93,
67,87,29,76,91,104,3,57,61,-70,
-19,-35,-14,-16,19,46,-80,20,48,79,
-34,-25,36,6,-33,4,-18,74,-84,47,
-41,9,51,31,-31,-91,65,-59,-16,61,
36,40,-70,-53,-44,-23,-15,-15,99,-88,
-50,81,-17,93,94,69,55,69,63,-13,
-76,-49,104,9,-18,-51,56,63,-29,-20,
16,-54,39,86,38,60,-8,56,61,3,
59,103,-73,53,7,21,16,24,-74,38,
97,79,-81,23,54,44,-11,36,59,-18,
1,-21,27,62,38,104,92,77,53,63,
-51,-39,4,72,12,91,38,-8,51,48,
-13,-39,92,89,28,-71,92,-47,86,-7,
28,-60,-57,77,0,65,-56,-57,50,-71,
35,78,9,-66,-45,-22,-20,-21,86,-10,
88,-64,-29,-21,45,-24,-20,56,-92,-95,
-46,-22,-70,-31,-84,-51,61,-50,96,29,
-9,47,20,-10,67,52,-42,30,11,-56,
-72,-70,-23,-43,60,-93,-85,87,-13,100,
25,68,-30,8,-70,40,-39,11,25,-58,
10,-17,-92,-50,-18,-85,63,3,-57,-85,
-9,59,-73,95,94,-27,54,83,44,-21,
68,-85,79,-64,91,9,-70,94,77,84,
-18,28,-29,78,-38,95,-71,70,-41,-21,
25,75,81,101,90,20,-45,-6,-16,50,
30,80,23,10,-55,100,-18,-77,-49,-80,
-93,97,-59,-55,79,-40,-30,-37,-91,92,
90,77,68,37,-79,53,-17,20,83,-8,
-11,97,51,9,59,92,-82,74,3,53,
-34,84,81,47,-80,15,-62,12,-40,5,
56,5,-33,-54,83,-18,90,61,93,-24,
-75,-38,30,50,33,-53,66,61,-61,-33,
35,68,-12,-87,-3,8,84,33,7,-38,
-36,32,96,48,-69,87,91,-18,18,37,
40,-32,16,32,58,-90,76,47,-61,58,
75,9,-37,57,3,-81,63,-12,-59,1,
-13,-45,67,59,90,-62,57,0,26,66,
-56,-83,43,-43,-5,25,37,-59,-77,-92,
-43,-41,46,-80,10,28,-45,86,-17,35,
-21,-84,71,61,101,-3,41,-4,-94,-16,
94,-43,-76,-39,26,-79,71,70,12,13,
83,89,8,-79,6,-61,-85,57,-20,-9,
98,-1,-42,4,34,44,-4,-4,-62,-86,
-71,-16,-24,40,94,-86,-11,33,-61,64,
23,-14,5,77,60,-23,-33,94,-33,97,
89,-6,-33,-63,51,9,-22,-26,-25,35,
62,-24,-80,92,88,-5,-24,4,15,98,
-51,-21,82,-45,98,-94,92,82,81,-73,
84,23,-93,59,12,-28,33,-74,-75,90,
0,-34,-68,-68,-80,94,84,70,43,3,
-66,35,-87,30,-15,-65,3,22,63,7,
-34,67,-53,-61,52,40,0,2,-75,-11,
65,-83,71,10,-94,-86,-29,68,16,9,
-80,-72,36,9,-18,81,-14,0,-85,-1,
-56,88,86,55,-20,-75,-23,7,-16,56,
83,-92,43,29,-26,90,33,8,-85,36,
-61,31,52,-3,34,15,-47,-92,-90,76,
-42,-86,-12,18,-22,15,-19,41,44,29,
91,102,-61,-49,-90,63,74,35,-48,74,
54,57,-35,51,9,37,76,-90,40,-92,
-70,-22,3,-46,55,93,-68,-19,5,-19,
70,-1,-43,-92,-9,87,-88,-17,-34,12,
42,21,48,-18,-27,-35,47,-69,9,99,
86,63,-21,99,-58,92,-7,-89,-82,70,
95,-29,104,-78,16,-52,46,-35,-63,-5,
-29,26,22,-81,70,47,-35,-32,-83,-67,
90,64,33,-48,22,-50,11,-1,56,-89,
-36,100,62,-78,62,36,38,-43,-92,-45,
7,-88,81,57,1,-21,10,-74,71,-63,
-76,13,-51,-52,34,6,-27,-53,-41,14,
-16,-24,-16,74,-83,31,17,-2,-82,-54,
-78,31,24,-34,-41,57,-19,-36,-71,26,
3,55,38,71,3,-10,21,27,69,54,
74,-40,-74,73,60,93,-46,38,-73,-89,
-89,54,-40,-90,-41,75,-14,-12,2,69,
-42,39,-31,89,54,-15,-83,8,-79,-57,
81,72,52,13,15,-50,-36,-63,81,-81,
24,4,-80,57,70,36,104,-46,-45,-82,
-52,34,59,-60,22,-85,-1,-82,-80,-72,
-79,24,-10,-27,-78,17,-3,83,-56,86,
-1,44,45,-35,37,-70,-44,17,-41,83,
20,-38,-7,-81,18,30,71,98,-7,75,
-39,-28,-19,-64,104,95,13,56,101,70,
-56,-7,37,-22,-78,-83,-73,49,-71,-89,
-22,-83,94,72,103,-80,-90,45,-67,-85,
-39,104,-71,87,7,63,23,-21,-18,63,
-35,76,89,10,30,-70,-90,48,66,54,
91,-38,-35,-46,94,83,-16,46,-8,96,
44,34,-14,-44,-87,32,60,57,64,59,
83,98,16,-69,11,-44,53,59,-23,94,
32,-46,-20,-15,-84,49,42,6,87,33,
63,70,15,39,-73,-16,-88,-94,26,55,
-76,-1,89,56,90,73,25,-50,3,21,
35,67,39,88,57,6,-87,-25,7,-34,
54,-80,64,80,36,11,73,103,1,-62,
-73,-58,6,87,64,41,-92,-57,-38,75,
26,-27,26,34,-74,-72,50,-56,67,40,
103,-4,17,65,-66,-35,-69,-51,51,-9,
-56,-89,95,56,-18,67,-12,-22,4,35,
43,-91,5,28,56,-50,-5,-58,-57,-52,
-85,-49,-60,83,-46,17,-91,32,70,50,
-6,-54,54,53,-23,-46,12,36,24,85,
99,-14,10,92,85,-50,-18,-67,100,101,
19,-15,61,-73,-83,56,84,39,80,64,
-78,36,-60,-8,-92,-33,12,21,17,-22,
43,-11,-78,-76,102,-43,58,-89,43,-2,
-20,33,-52,75,72,66,-27,-71,-81,75,
-6,-41,61,-71,100,30,-93,11,-61,-67,
-4,-44,-2,92,93,65,88,-2,-5,91,
-54,36,54,38,-70,-26,20,-45,-23,96,
-35,-28,-93,38,24,80,-38,46,92,-63,
-36,-36,-7,-50,-57,-12,41,-44,-62,-5,
-73,-70,2,42,51,-60,83,-82,78,-61,
-15,-29,70,-49,89,-15,17,43,54,-33,
6,-30,-20,-47,-80,-54,103,-67,-16,-29,
-42,-11,-28,30,-92,-2,102,-5,89,1,
-38,31,-73,80,26,-74,-24,52,68,105,
-48,-39,4,-60,27,-89,22,77,5,-38,
-49,57,-35,103,-77,-94,-17,0,79,57,
78,15,26,78,-37,7,19,77,-27,104,
42,60,-60,-4,18,69,14,83,-3,8,
38,54,60,-70,-84,20,77,-14,54,39,
-20,-27,-25,-63,5,-23,72,-18,-71,67,
-92,-79,89,36,-80,46,-29,2,79,59,
-32,-18,85,-50,40,-79,-14,103,-85,70,
-13,32,-36,55,87,61,12,-62,-93,-74,
81,-85,-65,-59,-48,-25,-31,-61,36,89,
8,-64,96,104,-10,24,10,68,98,-33,
35,22,75,100,48,-24,-53,-12,-22,-5,
84,-59,41,-82,89,67,-71,-45,-46,71,
-49,-82,101,-70,55,81,82,-6,101,65,
98,-90,-69,-72,70,99,33,-65,-1,63,
-52,-24,-63,55,74,17,87,-95,72,-30,
-15,-47,-17,102,86,33,-51,14,-54,95,
-69,58,-13,-23,29,96,70,-2,101,64,
-53,57,24,-86,-93,15,36,21,-17,74,
48,-45,-70,22,-64,-95,86,-71,76,33,
44,95,-65,86,-3,93,-35,-90,52,-86,
49,84,-62,104,-40,-90,-2,-74,-70,77,
67,-56,45,65,-29,92,19,-67,36,-47,
-43,-9,-8,-41,-67,-17,-81,28,-83,-74,
56,-15,-25,16,10,92,6,50,65,-56,
103,-11,28,45,-73,0,15,60,-43,59,
-55,100,-6,-2,74,-27,-38,-82,84,28,
-13,31,21,-95,18,-66,-25,93,0,-30,
-32,23,98,-10,-55,-94,41,-19,-46,60,
-49,12,18,91,-2,16,24,104,-54,-8,
-12,84,31,39,69,101,-53,-22,-34,51,
-85,66,-35,101,-47,-39,-49,-41,75,-22,
-26,71,94,9,14,80,-49,93,38,22,
24,85,-27,56,-56,-55,40,-34,-4,12,
28,-79,50,-39,-37,-55,-48,-94,-71,89,
-40,-12,-85,-32,33,35,69,17,31,57,
54,-34,-74,-50,-46,50,-13,28,75,-67,
-49,-72,-48,50,76,20,9,46,25,64,
69,27,34,-40,79,28,81,-21,-43,58,
76,51,69,63,-7,-40,-3,38,-29,1,
54,14,92,6,-25,20,-71,-87,44,-42,
-3,88,73,3,41,-29,92,88,-22,15,
8,28,104,-76,-87,92,61,102,-51,-68,
88,13,75,-30,-24,-77,-88,-73,-47,30,
94,91,91,61,0,45,-10,54,11,-55,
-91,38,75,-69,86,72,74,105,-24,23,
-86,-89,-7,101,-5,-51,77,10,-45,-80,
98,-58,-78,-46,74,-32,-18,-77,63,77,
86,14,-39,-57,-53,-91,-41,-76,-37,91,
-22,-75,-17,-10,-65,92,9,-41,75,-38,
-93,-10,-43,-78,-78,48,63,16,-36,-45,
-28,63,-31,33,39,-40,14,58,99,84,
42,97,-79,-88,11,46,-64,-45,89,5,
-9,-9,77,2,68,103,67,6,-31,4,
-82,47,-40,-24,-29,15,26,39,-11,84,
38,-82,-5,-7,-50,-15,49,94,27,1,
66,63,-26,41,20,-18,50,95,-95,-12,
2,-55,92,-1,63,-61,-25,57,0,80,
66,18,35,-4,-52,89,25,84,15,4,
-72,-63,-36,-89,-55,38,-73,56,4,48,
10,-78,17,-66,-91,50,17,-82,-5,-9,
93,15,-58,-24,92,-21,-57,4,98,-9,
30,82,-25,-34,-14,13,75,6,64,30,
-47,-32,72,-2,-82,72,-69,76,8,42,
-18,92,3,-53,79,-32,24,-41,60,-18,
-62,69,-7,90,-91,-59,-50,43,-68,20,
69,36,-64,81,53,7,-94,33,51,42,
85,-14,90,31,-39,-75,22,-38,-18,46,
-12,62,4,58,9,-83,100,-36,-30,70,
62,14,86,6,-48,44,-25,-63,-18,88,
-46,96,14,-6,-21,79,-60,-16,-36,-6,
14,14,47,91,-27,-74,66,-90,36,40,
-6,-16,30,42,-41,19,-43,15,-26,14,
91,-29,16,-76,-17,-44,-22,-33,-80,25,
-40,-71,91,-18,61,-4,-89,-44,-33,41,
46,-24,-15,-23,-92,-15,73,80,104,-37,
-6,-7,-71,5,60,-60,-39,-63,95,-17,
-3,-55,-3,73,-27,-43,80,96,-94,100,
-94,-68,90,-62,-41,76,11,-94,45,-40,
38,31,-66,102,-9,68,-41,-56,104,-50,
75,-67,-48,26,-93,32,-73,26,-48,77,
-67,-31,97,-69,-18,46,69,-82,85,61,
62,79,42,-44,45,35,68,15,87,13,
8,-13,-90,-55,57,-35,-69,25,100,-9,
-56,1,-11,81,52,34,80,31,-64,-17,
-55,-42,75,45,29,-72,-21,-8,2,-51,
25,53,22,93,-1,-80,-59,-44,-60,47,
-69,57,17,-19,60,-47,-92,58,10,-66,
38,72,-37,62,40,40,-14,-94,84,-25,
82,-59,-87,0,-2,94,-42,42,104,24,
96,74,27,-20,-56,90,-48,52,8,66,
53,59,-57,39,6,-46,6,53,67,-16,
-47,-75,99,2,53,63,100,-29,78,-69,
76,9,-29,-70,79,44,84,-62,-37,-12,
-72,40,-28,-26,-6,-31,22,-60,58,-30,
-59,2,18,-79,40,101,-37,27,63,93,
34,45,33,-2,-89,-4,30,-89,6,81,
10,-43,-45,6,96,-37,40,9,81,-91,
-94,-92,-19,12,0,16,45,36,82,1,
94,86,50,-62,59,7,52,-28,95,103,
-43,94,4,39,15,3,53,-70,28,49,
57,38,-71,0,-89,-8,5,-66,2,-44,
-80,13,33,-34,101,-33,57,-83,-14,86,
30,-55,-12,86,72,-55,53,-87,-54,-55,
29,48,-28,-44,64,36,100,13,71,11,
-2,-69,61,64,-42,-89,-22,41,-88,53,
78,-42,52,-45,-77,66,37,10,61,-70,
-9,52,-71,17,-19,-55,-57,-58,103,47,
-35,-15,21,-28,23,24,41,93,-6,30,
-92,21,31,-94,4,78,-15,-37,-59,37,
-48,86,-6,-81,-39,48,8,3,92,-78,
58,36,30,42,-89,102,-48,-19,55,-51,
-52,19,-18,-12,101,-84,-20,-18,61,94,
20,-1,96,24,83,-64,89,-3,37,-48,
-36,43,-71,8,83,-92,-43,74,-18,37,
-70,-88,-70,13,47,17,-38,44,-13,-8,
34,78,-72,-25,92,21,91,-29,45,6,
46,-10,36,68,0,34,-40,-12,-52,-52,
36,-38,-41,-14,-19,91,-53,49,25,82,
72,82,-55,5,16,-44,-1,62,-13,-29,
10,92,-1,-92,-56,-54,19,50,-83,-38,
76,104,78,89,57,-26,8,13,73,-65,
3,70,82,-85,23,54,53,81,15,-36,
-43,13,-47,-30,80,-59,79,-55,-9,-84,
73,25,81,-84,20,62,63,-48,-63,70,
23,-78,-76,52,91,-72,-48,-39,4,-60,
2,-51,-66,6,10,-63,-19,78,24,41,
23,-66,-93,-19,59,73,72,37,102,-2,
-75,-4,-80,-17,0,93,64,77,-5,-67,
52,-87,68,69,-18,42,-77,1,44,23,
49,-47,18,9,9,-15,103,-52,-53,-71,
-15,-30,21,-82,-30,1,-60,-63,-24,20,
-33,21,79,-28,-6,77,-71,-1,-74,59,
43,-1,45,26,19,64,74,-65,10,22,
-89,-88,72,-70,72,-38,76,4,-81,-82,
-14,-36,54,-69,-15,-78,-89,-45,41,-8,
72,-72,25,6,-77,-26,0,-91,-51,-86,
29,-52,94,-34,-27,21,89,-93,99,44,
-8,-77,48,-55,90,95,67,96,31,82,
-39,76,27,28,-4,-68,49,58,-84,-54,
-67,84,61,76,34,78,-91,-3,47,91,
-24,-66,-40,-1,-13,-24,73,-10,41,-94,
22,62,89,-4,96,105,62,-89,-63,-69,
-9,-58,-81,26,-93,26,86,87,-86,-7,
-44,-32,77,27,85,22,14,31,-58,102,
-79,31,40,-5,9,-12,-85,17,11,-75,
-10,-85,65,38,-4,-66,-25,102,76,-14,
95,-38,-41,-92,19,55,57,-1,97,84,
-2,-57,-57,68,4,5,-23,34,-21,-37,
-44,72,88,-55,-12,17,93,58,21,-33,
-1,69,-62,-59,100,56,-67,3,9,34,
-22,4,-26,-78,-62,27,-73,6,46,-37,
32,-41,20,65,35,-52,62,13,79,-5,
-42,-38,-22,-70,60,-14,-68,33,-31,53,
-14,-59,44,85,-42,60,-41,74,91,-66,
52,0,98,-28,75,-6,43,87,-61,83,
-94,31,99,77,66,-87,24,-58,-28,97,
66,-43,55,101,44,44,-33,-42,-44,-73,
80,14,45,-31,-32,100,-71,-67,78,39,
-43,12,9,-65,61,-29,94,7,-13,77,
16,-59,-39,76,74,-27,59,57,-34,13,
102,105,53,87,-32,-52,-68,-4,-37,1,
45,-62,-55,-14,-47,1,-84,44,-17,-2,
10,-49,97,-47,52,60,-89,60,-78,44,
-56,87,-34,17,78,-15,-9,-35,-34,-43,
19,66,37,-43,57,99,-71,-60,-11,-44,
91,67,16,-49,91,-84,-90,-14,103,-85,
85,17,31,25,-60,-85,-94,-51,89,-45,
-35,46,-60,103,18,-56,71,-76,100,20,
-93,-5,18,38,-7,59,-17,-30,44,-68,
-23,5,-63,61,74,21,-86,84,-1,-91,
78,-42,28,75,-45,5,-32,-87,-67,-79,
4,63,103,-94,61,76,54,87,-29,10,
-87,19,15,20,-22,-21,58,34,1,90,
12,3,94,-26,-6,38,-84,42,73,-28,
-52,-94,-9,86,-35,-50,-86,36,-59,-53,
29,-57,-12,89,67,38,32,-24,-22,59,
-87,74,-80,-44,-76,62,23,-17,-10,-39,
-33,-81,28,-39,-71,-10,34,34,25,65,
-19,-17,-86,-6,62,40,20,-69,-81,5,
-39,41,-18,100,-6,96,-12,92,35,-50,
-8,-45,19,68,-17,3,-52,-93,54,77,
-4,45,95,-56,29,63,20,8,-86,30,
-25,-50,37,45,43,-53,30,33,-29,-50,
-9,-53,-25,62,77,-58,64,-5,35,-11,
78,31,40,94,53,12,-74,-77,43,-1,
104,34,18,68,-37,72,-49,-41,31,-17,
104,-15,29,-21,67,29,61,8,-40,10,
84,51,12,-47,80,-82,-20,81,76,81,
78,-24,80,-27,-31,79,95,-73,-39,-66,
-68,-61,96,-86,49,-69,-39,16,-4,62,
42,-51,-8,67,15,-77,-95,3,-88,80,
68,81,-53,-13,-70,17,-81,102,-93,-66,
-46,77,-23,95,-87,-26,-52,95,47,-44,
-87,63,54,100,6,-94,-44,17,-26,70,
5,-48,75,60,-92,-48,59,-61,51,49,
-32,-93,-92,-10,-49,-79,13,-79,101,-49,
7,-37,-20,25,58,-45,-79,-70,105,-74,
67,-31,-11,79,-39,-52,73,94,-50,25,
7,61,-41,-34,25,-79,56,86,25,84,
102,-2,46,-11,102,-53,29,77,-77,33,
91,26,-10,31,75,-37,42,-69,66,20,
-15,36,-93,-2,-50,4,-90,55,39,31,
82,65,-59,31,-13,-67,-47,3,100,8,
94,-64,99,101,-73,65,-88,-53,94,-50,
-63,61,-93,17,17,-23,-83,3,-10,67,
-26,-6,0,95,45,75,0,-1,74,-23,
51,39,-50,-74,-82,-88,45,4,-6,-5,
15,54,-72,46,-62,-39,70,-35,-82,4,
-8,-91,84,82,-86,30,-42,-39,-4,103,
10,-52,60,20,45,52,45,16,-53,11,
-86,-80,-69,14,79,-58,-56,-81,34,13,
-86,-75,69,60,26,-3,-46,5,81,-44,
64,-68,101,30,90,28,14,-36,33,38,
-27,19,73,58,-42,-32,96,-67,51,-38,
-69,-49,40,24,-24,24,13,6,-21,-61,
48,48,-45,52,-76,-49,-62,78,74,10,
92,-6,-44,-64,35,-6,13,-68,64,-43,
-91,-12,-94,-79,-72,19,91,69,-2,-32,
-39,81,-31,70,26,64,-15,97,-72,90,
-35,-27,-60,57,24,91,-65,-57,69,-49,
4,82,12,-11,-55,-27,79,58,94,26,
99,6,10,16,-88,82,20,17,56,-8,
50,100,-46,66,101,-22,56,-69,-68,-25,
69,-92,93,-53,61,-42,46,98,85,-68,
92,-61,78,31,63,-83,34,0,-90,58,
-31,40,-36,-71,77,-25,56,-38,-21,-25,
-80,87,84,-25,-78,40,-21,53,36,-78,
101,-57,-8,-50,70,-83,10,41,-30,80,
-17,-50,55,105,32,92,37,-49,45,-20,
-72,7,82,-61,-79,-79,10,34,-23,5,
41,42,-33,26,-73,54,-41,-79,78,89,
66,43,-19,20,37,-50,22,-35,-46,-48,
-85,-52,47,-74,96,21,-16,64,-34,-34,
75,-18,4,18,-19,-90,-67,91,10,-40,
60,2,63,55,84,-25,-32,-74,47,0,
-40,33,20,-59,-60,47,-8,88,-14,77,
103,74,59,99,56,9,-82,-60,73,-10,
-55,-67,0,15,33,-39,-46,-45,25,101,
-42,-11,44,-6,-25,67,-22,49,60,30,
104,46,100,78,104,-23,-69,66,-93,-59,
9,67,71,97,-79,-42,-39,-39,16,43,
-53,55,-9,-25,-48,67,50,-14,51,-30,
3,5,-10,-32,-85,-85,36,-41,39,69,
-50,-61,35,-29,60,86,10,7,-18,-58,
-1,23,-73,-93,61,20,-66,62,26,82,
-32,60,-53,10,34,-86,-53,-83,51,-33,
-15,-86,92,-74,-56,74,-24,-10,45,89,
66,57,-74,-12,-47,9,102,19,-61,-42,
91,82,-83,78,95,-89,68,27,49,51,
77,15,-67,-41,48,76,-44,-75,-47,74,
82,-70,-50,-46,-53,-4,-2,78,65,-38,
64,-57,-6,-74,-38,41,35,-79,-70,-19,
-9,-3,-7,-32,31,-94,73,18,97,-62,
-75,-45,-20,-42,-76,59,30,-16,62,-19,
-39,49,51,-88,42,90,1,21,96,-78,
71,85,-27,83,92,-43,76,-54,81,-54,
19,-58,2,24,-12,56,66,101,96,-84,
63,-24,-47,57,33,3,-50,-44,-36,-4,
-46,47,18,35,-14,66,0,36,35,-57,
22,-9,77,-25,102,-80,-27,-38,-74,98,
11,1,-25,-6,104,-50,-70,-5,-55,28,
74,-53,88,104,77,-75,28,-31,40,96,
12,78,101,39,55,-70,25,53,103,-78,
60,-20,19,-54,22,-26,-35,-55,100,-54,
-88,10,-58,7,87,51,101,95,-38,-41,
47,25,68,-66,51,-4,-59,47,-16,-21,
-20,-9,16,75,32,63,-82,56,24,29,
32,88,-3,-80,-75,61,9,-72,91,42,
33,85,35,-81,91,41,55,104,-50,67,
-19,23,16,-14,-32,37,-33,31,-42,9,
-1,-81,96,-31,56,65,-68,-9,-17,29,
63,-31,29,57,-86,-56,-85,57,-82,-86,
4,17,40,-48,72,86,-1,21,-64,101,
-44,-78,-21,78,-62,44,-46,58,68,-20,
67,-70,-45,-4,92,80,54,46,85,16,
89,99,50,64,80,99,-69,84,39,-77,
79,-46,41,-62,23,-20,-72,-80,-82,91,
-52,56,-43,-32,-19,9,-16,-60,99,-87,
80,11,-67,-81,44,6,47,-64,38,90,
45,48,57,10,92,42,-2,24,57,44,
-64,54,44,92,-62,-35,52,-30,-1,-68,
39,-15,-17,-63,55,-53,-32,18,88,102,
75,82,40,51,-14,-12,35,96,79,95,
83,52,5,-93,88,56,99,4,25,68,
-78,47,-81,-84,-5,76,67,27,-90,49,
-14,67,-5,-92,-5,-92,25,-92,-22,-74,
88,-14,-68,-46,34,99,-71,-92,-21,61,
16,-75,46,2,8,87,7,-57,16,97,
-12,65,32,68,105,-62,-36,-48,17,-43,
6,54,90,53,-61,-19,-5,40,35,-51,
81,76,-35,54,34,-72,17,-37,21,-33,
52,56,-73,-50,-43,72,-7,-35,69,-51,
-28,-10,19,92,38,-65,-50,77,-80,19,
44,20,28,82,35,-41,29,96,-41,-93,
13,38,-46,77,78,44,-91,5,-86,-43,
-65,30,7,92,25,-29,65,-82,67,41,
-49,-21,-30,-48,-36,-18,82,92,20,105,
71,41,58,90,96,-19,101,-57,81,25,
20,57,-27,71,-64,-16,80,30,29,-53,
44,-83,45,-69,56,62,16,-25,-44,58,
53,-87,-25,-45,96,-54,74,50,85,-56,
-10,46,39,41,-85,-79,103,83,77,-48,
-94,91,-62,41,-81,31,74,100,-1,36,
69,72,92,-77,98,72,-49,0,-21,94,
-73,-59,5,-92,9,12,1,83,72,7,
-9,-49,35,59,2,-71,53,96,86,56,
-29,36,-3,58,-63,-89,-66,55,1,-34,
-86,-29,-47,-32,-74,7,62,-44,10,46,
-34,-61,-34,6,13,-37,34,22,-60,-22,
37,-2,40,-75,-58,12,-18,13,-38,72,
96,57,-30,-47,-3,-1,12,-38,47,-57,
-54,59,53,25,57,-52,35,-71,-28,77,
-15,-19,17,-21,22,-44,45,-2,27,-45,
11,102,-73,31,46,-57,-77,-14,58,-55,
21,-21,-26,-31,-15,43,21,-1,92,-31,
-55,11,55,-65,-40,-21,-55,-36,-59,12,
-55,-61,77,103,45,79,-76,-56,1,-35,
-75,47,-25,-93,3,93,83,104,-41,-47,
15,88,-32,-9,83,-88,-2,-89,9,88,
